chr:start:end,chr,start,end
15:40845166:40845542,15,40845166,40845542
17:81712865:81713137,17,81712865,81713137
13:44801691:44802647,13,44801691,44802647
22:25216787:25217559,22,25216787,25217559
6:2848169:2848856,6,2848169,2848856
22:17086368:17086917,22,17086368,17086917
3:188948165:188948383,3,188948165,188948383
12:1662946:1663233,12,1662946,1663233
11:67774398:67775218,11,67774398,67775218
17:10678178:10678698,17,10678178,10678698
19:15900489:15900802,19,15900489,15900802
16:1277788:1278049,16,1277788,1278049
20:63756641:63757209,20,63756641,63757209
17:72887419:72888770,17,72887419,72888770
6:158816399:158817307,6,158816399,158817307
2:42961589:42961822,2,42961589,42961822
1:235083091:235083829,1,235083091,235083829
6:26534132:26534260,6,26534132,26534260
4:2483404:2484546,4,2483404,2484546
12:120602688:120603276,12,120602688,120603276
1:9706939:9707538,1,9706939,9707538
4:180919961:180920735,4,180919961,180920735
2:241274298:241274782,2,241274298,241274782
5:140273101:140273747,5,140273101,140273747
19:8647999:8648583,19,8647999,8648583
14:50001523:50002174,14,50001523,50002174
19:54551303:54552044,19,54551303,54552044
12:47803253:47803830,12,47803253,47803830
6:15219547:15220039,6,15219547,15220039
9:91418983:91419830,9,91418983,91419830
16:69477361:69478038,16,69477361,69478038
17:40423813:40424087,17,40423813,40424087
13:49551622:49551854,13,49551622,49551854
3:196220757:196221344,3,196220757,196221344
12:124740410:124741097,12,124740410,124741097
7:47942152:47942518,7,47942152,47942518
1:228214185:228214335,1,228214185,228214335
6:10534415:10535140,6,10534415,10535140
7:6442137:6442463,7,6442137,6442463
20:3174607:3174987,20,3174607,3174987
8:1144751:1144966,8,1144751,1144966
7:151782582:151782769,7,151782582,151782769
8:78665124:78665406,8,78665124,78665406
16:31079333:31079925,16,31079333,31079925
19:35175476:35175954,19,35175476,35175954
11:114058265:114058690,11,114058265,114058690
6:163423014:163423690,6,163423014,163423690
8:65836606:65837964,8,65836606,65837964
1:20837950:20838703,1,20837950,20838703
2:134314121:134315106,2,134314121,134315106
1:116987187:116987483,1,116987187,116987483
7:100220278:100220596,7,100220278,100220596
16:75042574:75043161,16,75042574,75043161
5:178731515:178731673,5,178731515,178731673
9:438110:439101,9,438110,439101
6:166681125:166681533,6,166681125,166681533
2:239283653:239283823,2,239283653,239283823
14:55120460:55121305,14,55120460,55121305
6:83511008:83511619,6,83511008,83511619
8:140542054:140542390,8,140542054,140542390
7:2503236:2503593,7,2503236,2503593
9:132361239:132361470,9,132361239,132361470
3:59748563:59749922,3,59748563,59749922
4:186297814:186298357,4,186297814,186298357
3:156555488:156555697,3,156555488,156555697
9:134435000:134435246,9,134435000,134435246
17:40541094:40541461,17,40541094,40541461
14:73465376:73465947,14,73465376,73465947
6:18179374:18180274,6,18179374,18180274
7:156942887:156943221,7,156942887,156943221
19:18034814:18035258,19,18034814,18035258
10:10663141:10664491,10,10663141,10664491
18:656687:656802,18,656687,656802
12:42145266:42145822,12,42145266,42145822
1:65170354:65170856,1,65170354,65170856
17:50452289:50452788,17,50452289,50452788
21:36429274:36429603,21,36429274,36429603
16:945627:945949,16,945627,945949
2:9787194:9787516,2,9787194,9787516
4:1336126:1336557,4,1336126,1336557
3:169763177:169763459,3,169763177,169763459
7:2720930:2721329,7,2720930,2721329
12:50611077:50611692,12,50611077,50611692
16:81495297:81495551,16,81495297,81495551
4:138930840:138931524,4,138930840,138931524
8:106745451:106745958,8,106745451,106745958
11:665805:666243,11,665805,666243
6:189449:190210,6,189449,190210
7:2637496:2637757,7,2637496,2637757
10:21754396:21754734,10,21754396,21754734
17:18769036:18769645,17,18769036,18769645
6:45424338:45424837,6,45424338,45424837
6:139187589:139188362,6,139187589,139188362
11:17954209:17955128,11,17954209,17955128
3:152218973:152219951,3,152218973,152219951
22:39308944:39309162,22,39308944,39309162
22:46622188:46622494,22,46622188,46622494
5:177555002:177555178,5,177555002,177555178
12:643979:644305,12,643979,644305
5:33439634:33439961,5,33439634,33439961
3:191330126:191330673,3,191330126,191330673
7:150567196:150567899,7,150567196,150567899
21:42080694:42081277,21,42080694,42081277
21:41932461:41932856,21,41932461,41932856
4:56820536:56821069,4,56820536,56821069
19:2622805:2623016,19,2622805,2623016
2:3316589:3316927,2,3316589,3316927
8:98923304:98924166,8,98923304,98924166
19:19369119:19369738,19,19369119,19369738
10:97408415:97408910,10,97408415,97408910
2:27831458:27832212,2,27831458,27832212
3:195118009:195118493,3,195118009,195118493
1:246428647:246429084,1,246428647,246429084
6:132815781:132816462,6,132815781,132816462
8:54554321:54554715,8,54554321,54554715
14:74176223:74176624,14,74176223,74176624
9:133255728:133255860,9,133255728,133255860
2:136246365:136246645,2,136246365,136246645
7:70596670:70596825,7,70596670,70596825
12:93889583:93890061,12,93889583,93890061
19:7955804:7956054,19,7955804,7956054
12:11839991:11840949,12,11839991,11840949
4:2470441:2471090,4,2470441,2471090
16:72878337:72878741,16,72878337,72878741
13:52343238:52343826,13,52343238,52343826
11:70464695:70465222,11,70464695,70465222
18:68818090:68819407,18,68818090,68819407
4:38132249:38132509,4,38132249,38132509
17:10737284:10738051,17,10737284,10738051
2:201901516:201902489,2,201901516,201902489
4:16212487:16213245,4,16212487,16213245
8:7395899:7396325,8,7395899,7396325
6:14397289:14397724,6,14397289,14397724
3:188339326:188340117,3,188339326,188340117
12:42270599:42271581,12,42270599,42271581
1:149791491:149791583,1,149791491,149791583
17:2862205:2862519,17,2862205,2862519
11:60056229:60057068,11,60056229,60057068
2:159710969:159711482,2,159710969,159711482
19:41911774:41912164,19,41911774,41912164
6:83511879:83512171,6,83511879,83512171
7:50308889:50309389,7,50308889,50309389
19:33394063:33394351,19,33394063,33394351
17:82986804:82987488,17,82986804,82987488
16:31368412:31369069,16,31368412,31369069
16:3267157:3267840,16,3267157,3267840
15:89171449:89171877,15,89171449,89171877
21:43346013:43346277,21,43346013,43346277
19:39997501:39997786,19,39997501,39997786
11:2796018:2796236,11,2796018,2796236
5:16617891:16618296,5,16617891,16618296
3:11273985:11274487,3,11273985,11274487
7:75526503:75527018,7,75526503,75527018
11:63670037:63670402,11,63670037,63670402
9:137565060:137565243,9,137565060,137565243
15:40388969:40389572,15,40388969,40389572
2:101703735:101704112,2,101703735,101704112
7:44921377:44921953,7,44921377,44921953
3:148900332:148900530,3,148900332,148900530
6:28356795:28357391,6,28356795,28357391
19:18650021:18650232,19,18650021,18650232
13:21736018:21736724,13,21736018,21736724
8:95087728:95088083,8,95087728,95088083
7:100451013:100451188,7,100451013,100451188
12:52197697:52198443,12,52197697,52198443
5:6715742:6716157,5,6715742,6716157
2:189662290:189662903,2,189662290,189662903
20:38807322:38807600,20,38807322,38807600
16:85437300:85437649,16,85437300,85437649
6:36290808:36291288,6,36290808,36291288
4:56774193:56775027,4,56774193,56775027
1:40450951:40451202,1,40450951,40451202
6:2192753:2193412,6,2192753,2193412
17:8966833:8967204,17,8966833,8967204
1:3788551:3788885,1,3788551,3788885
11:43645171:43645928,11,43645171,43645928
22:39875900:39876463,22,39875900,39876463
9:136564735:136564958,9,136564735,136564958
7:65005003:65005171,7,65005003,65005171
7:55951427:55951714,7,55951427,55951714
9:134493392:134493892,9,134493392,134493892
1:200862834:200863408,1,200862834,200863408
8:127795771:127796308,8,127795771,127796308
13:43345933:43346750,13,43345933,43346750
14:59447534:59448271,14,59447534,59448271
14:93073209:93073781,14,93073209,93073781
18:75204421:75204595,18,75204421,75204595
17:43001813:43002050,17,43001813,43002050
1:151661529:151662287,1,151661529,151662287
17:31917236:31917310,17,31917236,31917310
8:143583951:143584481,8,143583951,143584481
6:30491735:30492270,6,30491735,30492270
16:72853845:72854484,16,72853845,72854484
3:127612698:127613339,3,127612698,127613339
16:84430016:84430511,16,84430016,84430511
X:1554663:1554985,X,1554663,1554985
6:108561729:108562099,6,108561729,108562099
1:234955163:234955629,1,234955163,234955629
5:10626023:10626570,5,10626023,10626570
3:57007308:57007950,3,57007308,57007950
4:186239893:186240923,4,186239893,186240923
2:110709402:110709618,2,110709402,110709618
15:68764604:68765198,15,68764604,68765198
6:43224295:43224954,6,43224295,43224954
5:108727143:108727614,5,108727143,108727614
6:36094753:36095496,6,36094753,36095496
14:76461186:76461906,14,76461186,76461906
6:6857967:6858662,6,6857967,6858662
6:1436409:1436902,6,1436409,1436902
19:44654409:44654665,19,44654409,44654665
19:40822776:40823504,19,40822776,40823504
3:195108904:195109346,3,195108904,195109346
3:186786894:186787924,3,186786894,186787924
19:19181501:19181983,19,19181501,19181983
1:158178019:158178510,1,158178019,158178510
17:7013674:7014074,17,7013674,7014074
7:72880260:72880648,7,72880260,72880648
7:26911261:26912175,7,26911261,26912175
9:468674:469391,9,468674,469391
10:104336432:104337230,10,104336432,104337230
9:89495506:89496143,9,89495506,89496143
7:151797372:151798090,7,151797372,151798090
10:99654489:99655188,10,99654489,99655188
9:38639607:38640217,9,38639607,38640217
9:98830223:98831094,9,98830223,98831094
17:64392854:64393382,17,64392854,64393382
21:33896687:33897344,21,33896687,33897344
7:2113070:2113237,7,2113070,2113237
1:204426631:204427245,1,204426631,204427245
19:2094991:2095341,19,2094991,2095341
7:2792505:2793285,7,2792505,2793285
15:60797555:60798094,15,60797555,60798094
17:81461551:81461631,17,81461551,81461631
8:43044430:43044807,8,43044430,43044807
8:60885487:60886284,8,60885487,60886284
7:132300527:132301746,7,132300527,132301746
11:61381829:61382123,11,61381829,61382123
1:32263895:32264485,1,32263895,32264485
4:7212956:7213960,4,7212956,7213960
13:27374914:27375690,13,27374914,27375690
22:31104981:31105224,22,31104981,31105224
6:36596900:36597352,6,36596900,36597352
14:52235381:52236384,14,52235381,52236384
3:72176511:72177014,3,72176511,72177014
13:48577605:48578251,13,48577605,48578251
6:99426331:99426646,6,99426331,99426646
3:183780253:183780578,3,183780253,183780578
9:126490429:126490679,9,126490429,126490679
17:9226766:9227284,17,9226766,9227284
7:2401504:2401916,7,2401504,2401916
9:136914202:136914684,9,136914202,136914684
7:878129:878244,7,878129,878244
16:55832396:55832736,16,55832396,55832736
20:49916197:49916832,20,49916197,49916832
12:1635791:1636360,12,1635791,1636360
7:149173013:149173386,7,149173013,149173386
17:32518842:32518958,17,32518842,32518958
11:77206691:77207339,11,77206691,77207339
19:54921233:54921849,19,54921233,54921849
8:17916583:17917098,8,17916583,17917098
11:76768765:76769434,11,76768765,76769434
17:81837930:81838447,17,81837930,81838447
8:868778:869019,8,868778,869019
17:48430584:48430909,17,48430584,48430909
14:39265695:39266292,14,39265695,39266292
19:19171593:19172314,19,19171593,19172314
19:12769924:12770046,19,12769924,12770046
11:73645547:73646119,11,73645547,73646119
21:31265431:31265915,21,31265431,31265915
2:113601559:113602033,2,113601559,113602033
12:131867581:131867907,12,131867581,131867907
7:41133947:41134160,7,41133947,41134160
11:67436073:67436326,11,67436073,67436326
1:85319621:85320479,1,85319621,85320479
7:75856518:75856857,7,75856518,75856857
7:158991964:158992371,7,158991964,158992371
16:2817721:2817859,16,2817721,2817859
7:102085019:102085859,7,102085019,102085859
7:27296967:27297559,7,27296967,27297559
9:79651369:79651739,9,79651369,79651739
15:69803789:69804260,15,69803789,69804260
3:71579493:71580062,3,71579493,71580062
11:124877692:124877992,11,124877692,124877992
4:123459530:123459916,4,123459530,123459916
4:56480796:56481240,4,56480796,56481240
13:43055293:43055601,13,43055293,43055601
12:56685879:56686395,12,56685879,56686395
1:27557647:27558107,1,27557647,27558107
22:32043314:32043721,22,32043314,32043721
2:38643743:38644130,2,38643743,38644130
16:3066344:3067077,16,3066344,3067077
12:13343:13635,12,13343,13635
13:24327843:24328046,13,24327843,24328046
1:155729154:155729559,1,155729154,155729559
6:85644806:85645004,6,85644806,85645004
7:159089751:159090138,7,159089751,159090138
4:947250:947437,4,947250,947437
12:56644304:56644676,12,56644304,56644676
17:80779816:80780099,17,80779816,80780099
7:23287569:23287936,7,23287569,23287936
3:129596823:129597297,3,129596823,129597297
9:748831:749354,9,748831,749354
7:135661641:135661987,7,135661641,135661987
1:89822540:89823334,1,89822540,89823334
19:21198010:21198704,19,21198010,21198704
6:74925256:74925930,6,74925256,74925930
6:125100329:125100569,6,125100329,125100569
5:177370511:177370662,5,177370511,177370662
7:41134527:41134706,7,41134527,41134706
2:234761687:234762612,2,234761687,234762612
2:232605626:232605788,2,232605626,232605788
13:34751069:34752458,13,34751069,34752458
6:47047023:47047799,6,47047023,47047799
16:85912476:85912874,16,85912476,85912874
6:13444833:13445527,6,13444833,13445527
15:84814927:84815364,15,84814927,84815364
2:240569470:240569871,2,240569470,240569871
3:52279383:52279483,3,52279383,52279483
1:10029187:10029612,1,10029187,10029612
16:16021482:16021975,16,16021482,16021975
20:53875586:53875801,20,53875586,53875801
5:127568704:127569353,5,127568704,127569353
17:39792621:39793155,17,39792621,39793155
19:38396205:38396511,19,38396205,38396511
6:119076721:119077743,6,119076721,119077743
4:168848765:168849420,4,168848765,168849420
18:77004292:77004615,18,77004292,77004615
14:52269213:52269471,14,52269213,52269471
6:31711267:31711769,6,31711267,31711769
14:103105745:103106323,14,103105745,103106323
9:134347323:134347442,9,134347323,134347442
7:149605623:149606018,7,149605623,149606018
5:32280684:32281202,5,32280684,32281202
1:58575419:58575865,1,58575419,58575865
8:143206267:143206894,8,143206267,143206894
7:2717651:2717899,7,2717651,2717899
1:113914262:113914891,1,113914262,113914891
6:13766178:13766788,6,13766178,13766788
7:65872516:65872804,7,65872516,65872804
17:77308779:77309263,17,77308779,77309263
5:55698708:55699209,5,55698708,55699209
9:129623201:129623642,9,129623201,129623642
1:248834211:248834838,1,248834211,248834838
7:105634115:105634647,7,105634115,105634647
15:66369787:66370234,15,66369787,66370234
1:209674023:209674650,1,209674023,209674650
2:113239495:113240457,2,113239495,113240457
15:90945021:90945549,15,90945021,90945549
2:127386215:127386722,2,127386215,127386722
2:196176266:196177275,2,196176266,196177275
20:62624804:62625023,20,62624804,62625023
9:69170582:69171355,9,69170582,69171355
3:4533795:4534518,3,4533795,4534518
11:47765685:47766097,11,47765685,47766097
2:37189676:37190041,2,37189676,37190041
17:80148121:80148336,17,80148121,80148336
9:111841145:111842012,9,111841145,111842012
22:42967966:42968387,22,42967966,42968387
16:10966126:10966766,16,10966126,10966766
2:208031479:208031905,2,208031479,208031905
1:157992071:157992612,1,157992071,157992612
11:33211350:33212012,11,33211350,33212012
5:79133148:79133824,5,79133148,79133824
